 更新,    平均,      σ,    RMSE,      ﾊﾟﾗﾒｰﾀ 1～6
  190,    0.06,   11.37,   11.37,      0.2116,   -4.4977,   29.9466,  -59.8942,   -4.1440,  143.3432,
  191,    0.06,   11.37,   11.37,      0.2116,   -4.4977,   29.9466,  -59.8942,   -4.1440,  143.3432,
  192,    0.06,   11.37,   11.37,      0.2116,   -4.4977,   29.9466,  -59.8942,   -4.1440,  143.3432,
  193,    0.06,   11.37,   11.37,      0.2116,   -4.4977,   29.9466,  -59.8942,   -4.1440,  143.3432,
  194,    0.06,   11.37,   11.37,      0.2116,   -4.4977,   29.9466,  -59.8942,   -4.1440,  143.3432,
  195,    0.06,   11.37,   11.37,      0.2116,   -4.4977,   29.9466,  -59.8942,   -4.1440,  143.3432,
  196,    0.06,   11.37,   11.37,      0.2116,   -4.4977,   29.9466,  -59.8942,   -4.1440,  143.3432,
  197,    0.06,   11.37,   11.37,      0.2116,   -4.4977,   29.9466,  -59.8942,   -4.1440,  143.3432,
  198,    0.06,   11.37,   11.37,      0.2116,   -4.4977,   29.9466,  -59.8942,   -4.1440,  143.3432,
  199,    0.06,   11.37,   11.37,      0.2116,   -4.4977,   29.9466,  -59.8942,   -4.1440,  143.3432,
  200,   -1.36,   11.23,   11.31,      0.2079,   -4.4123,   29.3317,  -58.5722,   -4.1241,  141.8675,
  201,   -1.36,   11.23,   11.31,      0.2079,   -4.4123,   29.3317,  -58.5722,   -4.1241,  141.8675,
  202,   -0.49,   11.26,   11.27,      0.2080,   -4.4148,   29.3362,  -58.4797,   -4.1146,  141.8170,
  203,   -0.49,   11.26,   11.27,      0.2080,   -4.4148,   29.3362,  -58.4797,   -4.1146,  141.8170,
  204,   -0.49,   11.26,   11.27,      0.2080,   -4.4148,   29.3362,  -58.4797,   -4.1146,  141.8170,
  205,   -0.49,   11.26,   11.27,      0.2080,   -4.4148,   29.3362,  -58.4797,   -4.1146,  141.8170,
  206,   -0.49,   11.26,   11.27,      0.2080,   -4.4148,   29.3362,  -58.4797,   -4.1146,  141.8170,
  207,   -0.49,   11.26,   11.27,      0.2080,   -4.4148,   29.3362,  -58.4797,   -4.1146,  141.8170,
  208,   -0.49,   11.26,   11.27,      0.2080,   -4.4148,   29.3362,  -58.4797,   -4.1146,  141.8170,
  209,   -0.49,   11.26,   11.27,      0.2080,   -4.4148,   29.3362,  -58.4797,   -4.1146,  141.8170,
  210,   -0.49,   11.26,   11.27,      0.2080,   -4.4148,   29.3362,  -58.4797,   -4.1146,  141.8170,
  211,   -0.49,   11.26,   11.27,      0.2080,   -4.4148,   29.3362,  -58.4797,   -4.1146,  141.8170,
  212,   -0.49,   11.26,   11.27,      0.2080,   -4.4148,   29.3362,  -58.4797,   -4.1146,  141.8170,
  213,   -0.49,   11.26,   11.27,      0.2080,   -4.4148,   29.3362,  -58.4797,   -4.1146,  141.8170,
  214,   -0.49,   11.26,   11.27,      0.2080,   -4.4148,   29.3362,  -58.4797,   -4.1146,  141.8170,
  215,   -0.49,   11.26,   11.27,      0.2080,   -4.4148,   29.3362,  -58.4797,   -4.1146,  141.8170,
  216,   -0.49,   11.26,   11.27,      0.2080,   -4.4148,   29.3362,  -58.4797,   -4.1146,  141.8170,
  217,   -0.26,   11.27,   11.27,      0.2126,   -4.5177,   30.0969,  -60.3805,   -4.1874,  144.7694,
  218,   -0.26,   11.27,   11.27,      0.2126,   -4.5177,   30.0969,  -60.3805,   -4.1874,  144.7694,
  219,   -0.92,   11.21,   11.25,      0.2095,   -4.4425,   29.5100,  -58.8866,   -4.1330,  142.8173,
  220,   -0.92,   11.21,   11.25,      0.2095,   -4.4425,   29.5100,  -58.8866,   -4.1330,  142.8173,
  221,   -0.92,   11.21,   11.25,      0.2095,   -4.4425,   29.5100,  -58.8866,   -4.1330,  142.8173,
  222,   -0.92,   11.21,   11.25,      0.2095,   -4.4425,   29.5100,  -58.8866,   -4.1330,  142.8173,
  223,   -0.92,   11.21,   11.25,      0.2095,   -4.4425,   29.5100,  -58.8866,   -4.1330,  142.8173,
  224,   -0.92,   11.21,   11.25,      0.2095,   -4.4425,   29.5100,  -58.8866,   -4.1330,  142.8173,
  225,   -0.92,   11.21,   11.25,      0.2095,   -4.4425,   29.5100,  -58.8866,   -4.1330,  142.8173,
